PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi
1.6,0.002,,,,5.07,,,80.4,9.3,8.5,,,0.5,131.1,,,,,-0.4,0.6,1.5,,700.0,10.1016_j.est.2024.110860_extracted_structured
1.6,0.002,,,,5.07,,,80.4,9.3,8.5,,,0.5,85.7,,,,,-0.4,0.6,1.5,,700.0,10.1016_j.est.2024.110860_extracted_structured
814.9,,,,,1.99,,,80.0,7.3,11.5,,,0.5,299.4,,,,,-0.4,0.6,1.9,,700.0,10.1016_j.est.2024.110860_extracted_structured
814.9,,,,,1.99,,,80.0,7.3,11.5,,,0.5,286.0,,,,,-0.4,0.6,1.9,,700.0,10.1016_j.est.2024.110860_extracted_structured
887.9,0.496,,,,2.24,,,84.2,4.7,10.1,,,0.5,442.1,10000.0,98.9,24.5,16.4,-0.4,0.6,1.3,,700.0,10.1016_j.est.2024.110860_extracted_structured
887.9,0.496,,,,2.24,,,84.2,4.7,10.1,,,0.5,417.5,10000.0,98.9,24.5,16.4,-0.4,0.6,1.3,,700.0,10.1016_j.est.2024.110860_extracted_structured
,,,,,,,,,,,,,1.0,3.2,5000.0,,,,,,,,,10.1016_j.energy.2024.131043_extracted_structured
,,,,,,,,,,,,,1.0,1.5,5000.0,,,,,,,,,10.1016_j.energy.2024.131043_extracted_structured
,,,,,,,,,,,,,1.0,1.4,5000.0,,,,,,,,,10.1016_j.energy.2024.131043_extracted_structured
2493.0,1.3,,,,,,,,,,,,1.0,243.5,5000.0,93.3,,,0.0,1.5,,4.1,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
2493.0,1.3,,,,,,,,,,,,8.0,131.3,5000.0,93.3,,,0.0,1.5,,4.1,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
3130.0,2.2,,,,,1.08,,,,,,,1.0,243.5,5000.0,93.3,,,0.0,1.5,5.2,3.3,900.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
3130.0,2.2,,,,,1.08,,,,,,,8.0,131.3,5000.0,93.3,,,0.0,1.5,5.2,3.3,900.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.5,,4.7,,10.1016_j.ijbiomac.2025.142128_extracted_structured
1253.0,0.6,,,,,,,,,,,,,,,,,,0.0,1.5,,,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
2084.0,0.8,,,,,0.87,,,,,,0.27,,,,,,,0.0,1.5,,,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
1.2,,,,,,,,,,,,,,,,,,,0.0,1.5,,,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
1.4,,,,,,,,,,,,,,,,,,,0.0,1.5,,,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
27.0,,,,,,,,,,,,,,,,,,,0.0,1.5,,,800.0,10.1016_j.ijbiomac.2025.142128_extracted_structured
,,,,,,0.98,,91.4,2.05,4.98,,1.22,,,,,,,,,,,900.0,10.1016_j.cattod.2015.06.012_extracted_structured
486.44,0.33,,,,,1.02,,92.75,1.8,4.6,,0.56,,,,,,,,,,,,10.1016_j.cattod.2015.06.012_extracted_structured
,,,,,,1.11,,90.45,1.66,6.55,,0.83,,,,,,,,,,,,10.1016_j.cattod.2015.06.012_extracted_structured
138.17,0.1,,,,,0.97,,90.45,1.66,6.55,,0.83,,,,,,,,,,,,10.1016_j.cattod.2015.06.012_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.cattod.2015.06.012_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.cattod.2015.06.012_extracted_structured
412.0,0.24,0.14,348.0,0.1,,1.237,,,,,,,,,,,,,0.0,1.23,,,,10.1016_j.fuel.2020.119163_extracted_structured
1260.0,0.65,0.46,1071.0,0.19,,,,,,,,,,,,,,,0.0,1.23,,,,10.1016_j.fuel.2020.119163_extracted_structured
2541.0,1.59,0.48,1099.0,0.11,,,,,,,,,,,,,,,0.0,1.23,,,,10.1016_j.fuel.2020.119163_extracted_structured
273.0,0.15,0.1,244.0,0.05,,,,,,,,,,,,,,,0.0,1.23,,,,10.1016_j.fuel.2020.119163_extracted_structured
1229.0,0.63,0.44,1010.0,0.19,,,,,,,,,,,,,,,0.0,1.23,,,,10.1016_j.fuel.2020.119163_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.23,,,850.0,10.1016_j.fuel.2020.119163_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,850.0,10.1016_j.fuel.2020.119163_extracted_structured
53.017,,,,,,0.9,,,,,,,0.5,246.6,10000.0,88.06,37.5,1350.0,0.0,0.6,0.723,0.817,,10.1016_j.apsusc.2023.157820_extracted_structured
53.017,,,,,,0.9,,,,,,,1.0,233.0,10000.0,88.06,37.5,1350.0,0.0,0.6,0.723,0.817,,10.1016_j.apsusc.2023.157820_extracted_structured
53.017,,,,,,0.9,,,,,,,2.0,213.7,10000.0,88.06,37.5,1350.0,0.0,0.6,0.723,0.817,,10.1016_j.apsusc.2023.157820_extracted_structured
53.017,,,,,,0.9,,,,,,,4.0,199.28,10000.0,88.06,37.5,1350.0,0.0,0.6,0.723,0.817,,10.1016_j.apsusc.2023.157820_extracted_structured
53.017,,,,,,0.9,,,,,,,6.0,179.58,10000.0,88.06,37.5,1350.0,0.0,0.6,0.723,0.817,,10.1016_j.apsusc.2023.157820_extracted_structured
53.017,,,,,,0.9,,,,,,,8.0,168.95,10000.0,88.06,37.5,1350.0,0.0,0.6,0.723,0.817,,10.1016_j.apsusc.2023.157820_extracted_structured
2211.0,1.35,0.95,,0.4,,,,,,,,,,163.0,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
,,,,1.15,,,,,,,,,,242.0,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
,,,,,,,0.248,,,,,,,346.0,2000.0,87.2,39.4,644.7,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
,,,,,,,0.248,,,,,,1.0,346.0,2000.0,87.2,39.4,644.7,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
3170.0,,1.17,,,,,,,,,,,,287.0,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
2424.0,1.37,1.09,,0.28,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
2972.0,1.62,,,0.36,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
,,,,0.95,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.apsusc.2020.147961_extracted_structured
3417.0,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.apsusc.2020.147961_extracted_structured
,,,,,,,,,,,,,1.0,416.0,,,,,0.0,1.2,,,600.0,10.1016_j.jelechem.2022.116857_extracted_structured
1372.0,0.722,,,,,0.93,,85.0,5.0,10.0,,,1.0,490.0,5000.0,85.0,,,0.0,1.2,0.27,0.03,700.0,10.1016_j.jelechem.2022.116857_extracted_structured
1372.0,0.722,,,,,0.93,,85.0,5.0,10.0,,,3.0,,5000.0,85.0,,,0.0,1.2,0.27,0.03,700.0,10.1016_j.jelechem.2022.116857_extracted_structured
,,,,,,,,,,,,,1.0,369.0,,,,,0.0,1.2,,,800.0,10.1016_j.jelechem.2022.116857_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.est.2024.111379_extracted_structured
165.0,0.654,0.06,,0.29,,,,,,,,,0.1,59.2,,,,,0.0,1.0,0.3,,,10.1016_j.electacta.2017.05.186_extracted_structured
165.0,0.654,0.06,,0.29,,,,,,,,,5.0,80.0,,,,,0.0,1.0,0.3,,,10.1016_j.electacta.2017.05.186_extracted_structured
103.0,0.4,0.00288,,0.285,,,,,,,,,5.0,80.0,,,6.53,,0.0,1.0,0.3,,,10.1016_j.electacta.2017.05.186_extracted_structured
103.0,0.4,0.00288,,0.285,,,,,,,,,,50.0,,,6.53,,0.0,1.0,0.3,,,10.1016_j.electacta.2017.05.186_extracted_structured
103.0,0.4,0.00288,,0.285,,,,,,,,,0.1,59.2,,,6.53,,0.0,1.0,0.3,,,10.1016_j.electacta.2017.05.186_extracted_structured
86.0,0.356,0.00233,,0.244,,,,,,,,,5.0,59.0,,,,,0.0,1.0,0.6,,,10.1016_j.electacta.2017.05.186_extracted_structured
86.0,0.356,0.00233,,0.244,,,,,,,,,0.1,50.8,,,,,0.0,1.0,0.6,,,10.1016_j.electacta.2017.05.186_extracted_structured
71.0,0.35,0.00042,,0.184,,,,,,,,,5.0,57.0,,,,,0.0,1.0,1.9,,,10.1016_j.electacta.2017.05.186_extracted_structured
71.0,0.35,0.00042,,0.184,,,,,,,,,0.1,41.6,,,,,0.0,1.0,1.9,,,10.1016_j.electacta.2017.05.186_extracted_structured
80.0,,,,,,,,,,,,,5.0,96.0,,,,,0.0,1.0,0.5,,,10.1016_j.electacta.2017.05.186_extracted_structured
80.0,,,,,,,,,,,,,0.1,83.0,,,,,0.0,1.0,0.5,,,10.1016_j.electacta.2017.05.186_extracted_structured
1589.0,,,,,,,,,,,,,,,,,,,,,,,900.0,10.1016_j.jallcom.2016.10.015_extracted_structured
62.54,,,,,5.58,1.0193,,,5.02,,,,5.0,,100.0,,,,,,,,900.0,10.1016_j.jallcom.2021.162604_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jallcom.2021.162604_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.jallcom.2021.162604_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,700.0,10.1016_j.jallcom.2021.162604_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,600.0,10.1016_j.jallcom.2021.162604_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jallcom.2021.162604_extracted_structured
1247.8,0.7669,0.5923,,0.1746,2.4377,,,,,,,,,,,,,,0.0,0.5,,,800.0,10.1016_j.jpowsour.2024.235041_extracted_structured
591.4,0.4062,0.2971,,0.1198,2.7472,,,,,,,,1.0,,,,,,0.0,0.5,,,,10.1016_j.jpowsour.2024.235041_extracted_structured
435.7,0.3063,0.2196,,0.1083,2.8123,0.85,,,,,,,1.0,,,,,,0.0,0.5,,,,10.1016_j.jpowsour.2024.235041_extracted_structured
249.6,0.1857,0.1282,,0.0696,2.976,,,,,,,,1.0,,,,,,0.0,0.5,,,,10.1016_j.jpowsour.2024.235041_extracted_structured
56.0,0.03,0.005,49.0,0.015,,,,85.0,5.0,10.0,,,0.5,120.0,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
56.0,0.03,0.005,49.0,0.015,,,,85.0,5.0,10.0,,,10.0,68.0,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1078.0,0.51,0.35,839.0,0.16,,,,85.0,5.0,10.0,,,0.5,289.3,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1078.0,0.51,0.35,839.0,0.16,,,,85.0,5.0,10.0,,,10.0,219.2,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
2526.0,1.26,0.29,814.0,0.97,,1.04,,85.0,5.0,10.0,,,0.5,369.4,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
2526.0,1.26,0.29,814.0,0.97,,1.04,,85.0,5.0,10.0,,,10.0,275.9,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1498.0,0.92,0.16,444.0,0.76,,,,85.0,5.0,10.0,,,0.5,231.4,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1498.0,0.92,0.16,444.0,0.76,,,,85.0,5.0,10.0,,,10.0,182.7,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1164.0,0.92,0.23,371.0,0.69,,,,85.0,5.0,10.0,,,0.5,192.0,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1164.0,0.92,0.23,371.0,0.69,,,,85.0,5.0,10.0,,,10.0,144.9,,,,,0.0,1.0,,,750.0,10.1016_j.jiec.2023.05.038_extracted_structured
1440.0,0.77,0.33,,0.44,2.2,0.91,,,,,,,0.5,80.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1440.0,0.77,0.33,,0.44,2.2,0.91,,,,,,,0.5,102.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1440.0,0.77,0.33,,0.44,2.2,0.91,,,,,,,10.0,102.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1440.0,0.77,0.33,,0.44,2.2,0.91,,,,,,,10.0,117.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1925.0,1.39,0.16,,1.23,3.0,,,,,,,,0.5,127.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1925.0,1.39,0.16,,1.23,3.0,,,,,,,,0.5,156.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1925.0,1.39,0.16,,1.23,3.0,,,,,,,,10.0,102.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1925.0,1.39,0.16,,1.23,3.0,,,,,,,,10.0,117.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1202.0,1.04,0.042,,0.1,3.4,,,,,,,,0.5,73.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1202.0,1.04,0.042,,0.1,3.4,,,,,,,,0.5,85.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1202.0,1.04,0.042,,0.1,3.4,,,,,,,,10.0,95.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
950.0,1.003,0.014,,,4.2,,,,,,,,10.0,100.0,,,,,0.0,1.6,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,0.5,111.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,0.5,125.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,10.0,60.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,10.0,74.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,0.5,127.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,0.5,146.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,10.0,60.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,10.0,74.0,,,,,0.0,1.6,,0.2,800.0,10.1016_j.electacta.2020.136826_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.electacta.2020.136826_extracted_structured
1978.5,1.16,0.74,,0.42,,,,88.84,3.21,7.95,,,1.0,198.0,3000.0,92.1,,,-1.0,0.0,,,800.0,10.1016_j.electacta.2014.03.015_extracted_structured
1978.5,1.16,0.74,,0.42,,,,88.84,3.21,7.95,,,2.0,181.2,3000.0,92.1,,,-1.0,0.0,,,800.0,10.1016_j.electacta.2014.03.015_extracted_structured
1978.5,1.16,0.74,,0.42,,,,88.84,3.21,7.95,,,4.0,167.2,3000.0,92.1,,,-1.0,0.0,,,800.0,10.1016_j.electacta.2014.03.015_extracted_structured
1978.5,1.16,0.74,,0.42,,,,88.84,3.21,7.95,,,6.0,153.9,3000.0,92.1,,,-1.0,0.0,,,800.0,10.1016_j.electacta.2014.03.015_extracted_structured
1978.5,1.16,0.74,,0.42,,,,88.84,3.21,7.95,,,8.0,142.8,3000.0,92.1,,,-1.0,0.0,,,800.0,10.1016_j.electacta.2014.03.015_extracted_structured
2149.9,0.95,0.68,,0.27,1.78,,,91.64,2.04,4.32,,,1.0,198.0,3000.0,91.6,,,-1.0,0.0,,,900.0,10.1016_j.electacta.2014.03.015_extracted_structured
2149.9,0.95,0.68,,0.27,1.78,,,91.64,2.04,4.32,,,2.0,181.2,3000.0,91.6,,,-1.0,0.0,,,900.0,10.1016_j.electacta.2014.03.015_extracted_structured
2149.9,0.95,0.68,,0.27,1.78,,,91.64,2.04,4.32,,,4.0,167.2,3000.0,91.6,,,-1.0,0.0,,,900.0,10.1016_j.electacta.2014.03.015_extracted_structured
2149.9,0.95,0.68,,0.27,1.78,,,91.64,2.04,4.32,,,6.0,153.9,3000.0,91.6,,,-1.0,0.0,,,900.0,10.1016_j.electacta.2014.03.015_extracted_structured
2149.9,0.95,0.68,,0.27,1.78,,,91.64,2.04,4.32,,,8.0,142.8,3000.0,91.6,,,-1.0,0.0,,,900.0,10.1016_j.electacta.2014.03.015_extracted_structured
2372.6,0.84,0.67,,0.17,,,,99.3,0.7,4.12,,,1.0,198.0,3000.0,90.9,,,-1.0,0.0,,,,10.1016_j.electacta.2014.03.015_extracted_structured
2372.6,0.84,0.67,,0.17,,,,99.3,0.7,4.12,,,2.0,181.2,3000.0,90.9,,,-1.0,0.0,,,,10.1016_j.electacta.2014.03.015_extracted_structured
2372.6,0.84,0.67,,0.17,,,,99.3,0.7,4.12,,,4.0,167.2,3000.0,90.9,,,-1.0,0.0,,,,10.1016_j.electacta.2014.03.015_extracted_structured
2372.6,0.84,0.67,,0.17,,,,99.3,0.7,4.12,,,6.0,153.9,3000.0,90.9,,,-1.0,0.0,,,,10.1016_j.electacta.2014.03.015_extracted_structured
2372.6,0.84,0.67,,0.17,,,,99.3,0.7,4.12,,,8.0,142.8,3000.0,90.9,,,-1.0,0.0,,,,10.1016_j.electacta.2014.03.015_extracted_structured
110.98,0.081,,,,,,,,,,,,,,,,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
70.26,0.178,,,,,,,,,,,,5.0,73.95,1000.0,89.49,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
70.26,0.178,,,,,,,,,,,,1.0,155.08,1000.0,89.49,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
77.13,0.139,,,,,,,,,,,,15.0,35.11,1000.0,94.17,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
77.13,0.139,,,,,,,,,,,,2.0,212.8,1000.0,94.17,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
77.13,0.139,,,,,,,,,,,,1.0,288.55,1000.0,94.17,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
118.41,0.126,,,,,,,,,,,,10.0,40.95,1000.0,95.79,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
118.41,0.126,,,,,,,,,,,,1.0,232.06,1000.0,95.79,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
118.41,0.126,,,,,,,,,,,,1.0,320.15,1000.0,95.79,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
128.56,0.161,,,,,,,,,,,,,26.17,4000.0,90.87,,,0.0,1.0,1.455,1.531,,10.1016_j.apsusc.2023.156653_extracted_structured
128.56,0.161,,,,,,,,,,,,10.0,40.95,4000.0,90.87,,,0.0,1.0,1.455,1.531,,10.1016_j.apsusc.2023.156653_extracted_structured
128.56,0.161,,,,,,,,,,,,5.0,73.95,4000.0,90.87,,,0.0,1.0,1.455,1.531,,10.1016_j.apsusc.2023.156653_extracted_structured
128.56,0.161,,,,,,,,,,,,1.0,155.08,4000.0,90.87,,,0.0,1.0,1.455,1.531,,10.1016_j.apsusc.2023.156653_extracted_structured
128.56,0.161,,,,,,,,,,,,1.0,320.15,4000.0,90.87,,,0.0,1.0,1.455,1.531,,10.1016_j.apsusc.2023.156653_extracted_structured
125.57,0.161,,,,,,,,,,,,15.0,35.11,1000.0,93.23,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
125.57,0.161,,,,,,,,,,,,1.0,87.4,1000.0,93.23,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
125.57,0.161,,,,,,,,,,,,1.0,275.02,1000.0,93.23,,,0.0,1.0,,,,10.1016_j.apsusc.2023.156653_extracted_structured
,,,,,,,,,,,,,2.5,9.7,1500.0,,4.41,4.41,0.0,1.8,1.836,4.517,,10.1016_j.apsusc.2023.156653_extracted_structured
,,,,,,,,,,,,,2.0,17.2,1500.0,,4.41,4.41,0.0,1.8,1.836,4.517,,10.1016_j.apsusc.2023.156653_extracted_structured
,,,,,,,,,,,,,1.5,25.6,1500.0,,4.41,4.41,0.0,1.8,1.836,4.517,,10.1016_j.apsusc.2023.156653_extracted_structured
,,,,,,,,,,,,,1.0,33.5,1500.0,,4.41,4.41,0.0,1.8,1.836,4.517,,10.1016_j.apsusc.2023.156653_extracted_structured
,,,,,,,,,,,,,0.5,38.1,1500.0,,4.41,4.41,0.0,1.8,1.836,4.517,,10.1016_j.apsusc.2023.156653_extracted_structured
1133.0,1.24,,,,,,0.34,,,,,,,109.0,10000.0,97.0,,,0.0,1.0,0.31,,900.0,10.1016_j.jpowsour.2017.06.058_extracted_structured
1133.0,1.24,,,,,,0.34,,,,,,5.0,138.0,10000.0,97.0,,,0.0,1.0,0.31,,900.0,10.1016_j.jpowsour.2017.06.058_extracted_structured
1473.0,1.29,,,,,1.16,,,,,,,,,10000.0,99.0,,,0.0,1.0,0.47,,900.0,10.1016_j.jpowsour.2017.06.058_extracted_structured
12.9,,,,,,1.06,,75.5,4.3,11.1,,,5.0,320.0,,,,,-1.0,0.0,4.38,,800.0,10.1016_j.electacta.2021.139488_extracted_structured
12.9,,,,,,1.06,,75.5,4.3,11.1,,,,130.0,,,,,-1.0,0.0,4.38,,800.0,10.1016_j.electacta.2021.139488_extracted_structured
12.5,0.089,,,,,1.04,,,,,,,5.0,422.0,,,,,-1.0,0.0,2.71,9.3,800.0,10.1016_j.electacta.2021.139488_extracted_structured
12.5,0.089,,,,,1.04,,,,,,,,165.0,,,,,-1.0,0.0,2.71,9.3,800.0,10.1016_j.electacta.2021.139488_extracted_structured
8.7,0.042,,,,,1.02,,,,,,,5.0,422.0,10000.0,96.3,,,-1.0,0.0,1.35,7.1,800.0,10.1016_j.electacta.2021.139488_extracted_structured
8.7,0.042,,,,,1.02,,,,,,,10.0,86.0,10000.0,96.3,,,-1.0,0.0,1.35,7.1,800.0,10.1016_j.electacta.2021.139488_extracted_structured
7.1,0.018,,,,,1.0,,,,,,,5.0,394.0,,,,,-1.0,0.0,2.33,15.6,800.0,10.1016_j.electacta.2021.139488_extracted_structured
7.1,0.018,,,,,1.0,,,,,,,10.0,86.0,,,,,-1.0,0.0,2.33,15.6,800.0,10.1016_j.electacta.2021.139488_extracted_structured
1119.32,0.48,0.33,0.33,0.15,3.35,,,,,,,,,119.03,5000.0,79.52,,,-1.0,-0.3,0.354,0.382,,10.1016_j.jallcom.2019.06.220_extracted_structured
1119.32,0.48,0.33,0.33,0.15,3.35,,,,,,,,3.0,113.0,5000.0,79.52,,,-1.0,-0.3,0.354,0.382,,10.1016_j.jallcom.2019.06.220_extracted_structured
976.12,0.45,0.3,0.3,0.15,7.06,,,,,,,,,104.89,5000.0,97.06,5.14,612.5,-1.0,-0.3,0.422,0.405,,10.1016_j.jallcom.2019.06.220_extracted_structured
428.46,0.29,0.07,0.07,0.22,5.31,,,,,,,,,,5000.0,94.49,,,-1.0,-0.3,0.814,0.47,,10.1016_j.jallcom.2019.06.220_extracted_structured
377.53,0.21,0.08,0.08,0.13,6.75,,,,,,,,,,5000.0,93.76,,,-1.0,-0.3,0.909,0.26,,10.1016_j.jallcom.2019.06.220_extracted_structured
339.34,0.2,0.11,0.11,0.09,,,,,,,,,,,5000.0,99.74,,,-1.0,-0.3,0.592,0.286,,10.1016_j.jallcom.2019.06.220_extracted_structured
,,,,,,,,,,,,,1.0,99.6,,,,,-0.2,0.6,,,800.0,10.1016_j.electacta.2019.01.167_extracted_structured
,,,,,,,,,,,,,10.0,,,,,,-0.2,0.6,,,800.0,10.1016_j.electacta.2019.01.167_extracted_structured
,,,,,,0.88,,,,,,,1.0,206.3,,,,,-0.2,0.6,,,800.0,10.1016_j.electacta.2019.01.167_extracted_structured
,,,,,,0.88,,,,,,,10.0,,,,,,-0.2,0.6,,,800.0,10.1016_j.electacta.2019.01.167_extracted_structured
143.21,0.56,,,,,,,,,,,,1.0,,5000.0,91.4,39.1,8218.9,-0.2,0.6,0.688,,,10.1016_j.electacta.2019.01.167_extracted_structured
,,,,,,,,,,,,,1.0,,,,,,-0.2,0.6,,,,10.1016_j.electacta.2019.01.167_extracted_structured
,,,,,,,,,,,,,1.0,,,,,,-0.2,0.6,,,,10.1016_j.electacta.2019.01.167_extracted_structured
102.6,,,,,4.0,,,,,,,,,,,,,,,,,,,10.1016_j.diamond.2025.112253_extracted_structured
,,,,,,,,,,,,,0.6,380.0,1000.0,,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,5.0,424.0,4000.0,,14.04,6410.0,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,10.0,390.0,4000.0,,14.04,6410.0,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,,340.0,4000.0,,14.04,6410.0,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,,274.0,4000.0,,14.04,6410.0,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,,240.0,4000.0,,14.04,6410.0,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,5.0,209.0,1000.0,98.0,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,2.5,,5000.0,99.6,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,5.0,,5000.0,99.6,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,10.0,,5000.0,99.6,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,,,5000.0,99.6,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,,,5000.0,99.6,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
,,,,,,,,,,,,,1.0,,1000.0,96.0,,,,,,,,10.1016_j.mattod.2023.12.001_extracted_structured
