PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi,Sample Name,evaluation_result,evaluation_reason
941.48,0.549,0.336,713.12,0.213,2.39,1.02,,83.78,3.68,11.69,,,0.5,368.0,10000.0,90.0,,,-1.0,0.0,0.961,0.45,800.0,10.1016_j.diamond.2021.108614_extracted_structured,rca-n,T,所有提取的数值、单位和材料名称均与原文完全对应。具体包括：1) 物理化学性质数据（BET比表面积941.48 m²/g、总孔体积0.549 cm³/g、微孔体积0.336 cm³/g、微孔比表面积713.12 m²/g、介孔体积0.213 cm³/g、平均孔径2.39 nm、石墨化程度I_D/I_G 1.02、元素含量C 83.78 at.%、N 3.68 at.%、O 11.69 at.%）均来自Table 1和Table 2；2) 电化学性质数据（比电容368 F/g@0.5 A/g、循环稳定性10000次循环后容量保持率90%、电压窗口-1.0~0.0 V、ESR 0.961 Ω、Rct 0.45 Ω）均来自Fig. 6a、Fig. 7a和EIS分析；3) 制备条件碳化温度800°C来自实验部分；4) 缺失数据（如层间距d002、H/S元素含量、能量/功率密度）原文未提及，提取信息正确标记为null。
941.48,0.549,0.336,713.12,0.213,2.39,1.02,,83.78,3.68,11.69,,,2.0,336.0,10000.0,90.0,,,-1.0,0.0,0.961,0.45,800.0,10.1016_j.diamond.2021.108614_extracted_structured,rca-n,,
941.48,0.549,0.336,713.12,0.213,2.39,1.02,,83.78,3.68,11.69,,,5.0,307.0,10000.0,90.0,,,-1.0,0.0,0.961,0.45,800.0,10.1016_j.diamond.2021.108614_extracted_structured,rca-n,,
941.48,0.549,0.336,713.12,0.213,2.39,1.02,,83.78,3.68,11.69,,,10.0,276.0,10000.0,90.0,,,-1.0,0.0,0.961,0.45,800.0,10.1016_j.diamond.2021.108614_extracted_structured,rca-n,,
680.98,0.395,0.342,,0.053,3.276,0.7,0.43,74.0,,,,,0.1,162.07,,,,,-1.0,0.0,,,700.0,10.1016_j.diamond.2024.111640_extracted_structured,wsc,,
97.3,0.094,0.025,50.8,0.069,3.85,0.954,,,,,,,0.5,166.0,,,,,0.0,0.5,,,700.0,10.1016_j.est.2022.104889_extracted_structured,dc-700-0,F,"提取的电压窗口值（Electrochem_Voltage_Window_value_min: 0.0, Electrochem_Voltage_Window_value_max: 0.5）在原文中没有依据，原文未明确提供DC-700-0在三电极系统中的电压窗口范围；样本名称“dc-700-0”与原文“DC-700-0”大小写不一致，违反了材料名称必须完全对应的要求。"
97.3,0.094,0.025,50.8,0.069,3.85,0.954,,,,,,,,98.0,,,,,0.0,0.5,,,700.0,10.1016_j.est.2022.104889_extracted_structured,dc-700-0,F,"提取的电压窗口信息（Electrochem_Voltage Window_value_min: 0.0, max: 0.5）在原文中无支撑。原文未提及DC-700-0在三电极系统中的具体电压窗口范围，该信息属于推断或虚构。此外，比电容值98.0 F g⁻¹（Electrochem_Specific Capacitance_value）虽在原文中有对应数据（20 A g⁻¹时为98 F g⁻¹），但提取的条件（Electrochem_Specific Capacitance_condition_value）为null，导致信息不完整。其他数据点（如比表面积、孔体积、石墨化程度等）均与原文Table 1和文本描述一致，且缺失数据（如元素含量、循环稳定性等）正确标记为null。"
744.2,0.485,0.337,624.2,0.158,2.6,0.939,,,,,,,0.5,221.0,,,,,0.0,0.5,,,700.0,10.1016_j.est.2022.104889_extracted_structured,pc-700-koh,F,提取的电压窗口值（Electrochem_Voltage Window_value_min: 0.0 和 Electrochem_Voltage Window_value_max: 0.5）在原文中没有明确支持。原文中未提供 PC-700-KOH 样本在三电极系统中的具体电压窗口范围，该值可能为虚构或推断。其他所有提取的数值、单位和材料名称（如比表面积、孔体积、石墨化程度、比电容、碳化温度等）均与原文 Table 1、Raman 部分、Fig. 4c 和实验部分完全对应，且缺失数据（如元素含量、循环稳定性等）与原文一致。
744.2,0.485,0.337,624.2,0.158,2.6,0.939,,,,,,,,90.0,,,,,0.0,0.5,,,700.0,10.1016_j.est.2022.104889_extracted_structured,pc-700-koh,,
780.4,0.488,0.351,694.6,0.137,2.5,0.906,,89.37,1.99,8.16,,,0.5,286.1,,,,,0.0,0.5,,,700.0,10.1016_j.est.2022.104889_extracted_structured,hgpbc-700-k2feo4,F,提取的电压窗口 min 0.0 V 和 max 0.5 V 没有在原文中找到依据；原文未指定三电极系统的电压窗口。
780.4,0.488,0.351,694.6,0.137,2.5,0.906,,89.37,1.99,8.16,,,,190.0,,,,,0.0,0.5,,,700.0,10.1016_j.est.2022.104889_extracted_structured,hgpbc-700-k2feo4,F,"提取的电压窗口（Electrochem_Voltage Window_value_min: 0.0, _max: 0.5）在原文中没有依据，原文未明确提供三电极系统的具体电压范围；提取的ESR（Electrochem_ESR_value: null）不准确，原文中HGPBC-700-0.15的等效串联电阻（Rs）为0.63 Ω，应被提取为0.63而非null。"
1243.8,1.58,0.77,77.0,0.81,5.1,1.06,,85.0,10.0,5.0,,,1.0,255.0,5000.0,95.0,13.2,401.2,0.0,1.0,0.49,0.45,700.0,10.1016_j.apsusc.2020.146770_extracted_structured,np-2d-luhpcs-700,,
1243.8,1.58,0.77,77.0,0.81,5.1,1.06,,85.0,10.0,5.0,,,0.5,285.0,5000.0,95.0,13.2,401.2,0.0,1.0,0.49,0.45,700.0,10.1016_j.apsusc.2020.146770_extracted_structured,np-2d-luhpcs-700,F,提取的信息中存在多处不准确或无法在原文中找到依据的数据点：1) PCP_Micropore Specific Surface Area_value (77.0) 未在原文中提及，原文仅提供Micropore Volume (0.77 cm³ g⁻¹)，无Micropore Specific Surface Area数据；2) PCP_Mesopore Volume_value (0.81) 与原文Table 1中的1.23 cm³ g⁻¹不符；3) PCP_Element Content_C_value (85.0)、PCP_Element Content_N_value (10.0)、PCP_Element Content_O_value (5.0) 未在原文中提供具体数值，原文XPS部分仅显示元素存在但无量化百分比；4) Electrochem_Voltage Window_value_min (0.0) 和 Electrochem_Voltage_Window_value_max (1.0) 与原文中的电压窗口范围-1.0至0 V不符。其他数据点如Specific Surface Area (1243.8 m² g⁻¹)、Total Pore Volume (1.58 cm³ g⁻¹)等均得到原文支持。
1440.1,1.23,0.86,86.0,0.37,4.52,0.99,,,,,,,1.0,155.3,,,,,0.0,1.0,,,800.0,10.1016_j.apsusc.2020.146770_extracted_structured,np-2d-hpcs-800,F,提取的 PCP_Total Pore Volume_value 1.23 对应于原文中的介孔体积（Vmeso）而非总孔体积；PCP_Micropore Specific Surface Area_value 86.0 在原文中未提及；PCP_Mesopore Volume_value 0.37 与原文中的 1.23 不符；Electrochem_Voltage Window_value_min 0.0 和 Electrochem_Voltage Window_value_max 1.0 错误，原文中三电极系统电压范围为 -1.0 到 0 V。
18.4,0.027,0.001,15.3,0.026,1.296,0.91,,,,,,,5.0,143.0,,,,,0.0,1.0,,,,10.1016_j.materresbull.2018.12.028_extracted_structured,cg-pcc,F,提取的比电容值 143.0 F g⁻¹ 在扫描速率 5.0 mV s⁻¹ 是针对 CG-500 的，不是 CG-PCC；原文中 CG-PCC 没有电化学数据。此外，碳化温度原文中为 300°C，但提取的信息缺失。
18.4,0.027,0.001,15.3,0.026,1.296,0.91,,,,,,,1.0,172.0,,,,,0.0,1.0,,,,10.1016_j.materresbull.2018.12.028_extracted_structured,cg-pcc,F,提取的介孔体积值 0.026 cm³ g⁻¹ 是基于总孔体积和微孔体积计算得出的推断，原文 Table 1 中仅提供了总孔体积（0.027 cm³ g⁻¹）和微孔体积（0.001 cm³ g⁻¹），未直接给出介孔体积，违反非虚构性标准；提取的比电容值 172.0 F g⁻¹ 在电流密度 1.0 A g⁻¹ 下是针对样本 CG-500 的数据（原文明确提到 'CG-500 exhibited specific capacitance of 172 F g⁻¹ at a current density of 1 A g⁻¹'），但样本名称为 'cg-pcc'，原文中未提供 CG-PCC 的电化学性能数据，混淆了样本，违反正确性标准；碳化温度值应为 300°C（原文中 'The resulting CG sample was heated at 300°C'），但提取为 null，缺失数据。
778.8,0.32,0.26,,,,0.65,,76.64,6.78,16.58,,,0.5,421.1,,,,,0.0,1.0,,,,10.1016_j.cej.2018.08.169_extracted_structured,otss-3-350,F,提取的信息存在以下不准确和缺失：1) 电压窗口（Electrochem_Voltage_Window）提取的最小值为 0.0 V、最大值为 1.0 V，但原文中明确描述为 'in the potential range from −1 to 0 V'（即最小值 -1.0 V、最大值 0.0 V），与提取值不符；2) 制备碳化温度（Preparation_Carbonization Temperature）提取为 null，但原文中在 'Materials and methods' 部分明确说明碳化温度为 550°C（'carbonized at 550°C for 1h'），该数据缺失。其他数据点（如比表面积、孔体积、元素含量、比电容等）均准确对应原文 Table 1、Table 2 和电化学性能描述。
1209.1,0.76,0.617,73.0,0.143,,1.38,,70.79,0.15,28.18,0.88,,0.3,228.1,,,14.5,1250.0,0.0,1.0,,,800.0,10.1016_j.carbon.2023.118285_extracted_structured,hac-2,,
1209.1,0.76,0.617,73.0,0.143,,1.38,,70.79,0.15,28.18,0.88,,0.25,157.8,,,14.5,1250.0,0.0,1.0,,,800.0,10.1016_j.carbon.2023.118285_extracted_structured,hac-2,F,提取的信息存在多处不准确和缺失：1) PCP_Micropore Volume_value 提取为 0.617 cm³/g，但原文中 HAC-2 的微孔体积百分比为 61.7%，总孔体积为 0.76 cm³/g，计算得绝对微孔体积应为约 0.469 cm³/g，不匹配；2) PCP_Micropore Specific Surface Area_value 提取为 73.0 m²/g，但原文中为百分比 73.0%，总比表面积为 1209.1 m²/g，计算得绝对微孔比表面积应为约 882.6 m²/g，不匹配；3) PCP_Mesopore Volume_value 提取为 0.143 cm³/g，但原文中介孔体积百分比为 38.3%，总孔体积为 0.76 cm³/g，计算得绝对介孔体积应为约 0.291 cm³/g，不匹配；4) PCP_Element Content_C_value、N_value、O_value、H_value 提取为 70.79、0.15、28.18、0.88，但原文中未提供 HAC-2 的绝对元素含量数据，仅给出 O/C 比率（XPS 为 18.1，CHN 为 29.2），无依据；5) Electrochem_Rct_value 提取为 null，但原文中明确给出 HAC-2 的 Rct 为 20.6 Ω；6) Preparation_Carbonization Temperature_value 提取为 800.0°C，但原文中 HAC-2 的碳化温度为 1000°C，800°C 为活化温度，混淆。
18.43,0.037,0.02,,,,0.94,,,,,,,1.0,125.5,,,,,-1.0,0.0,0.89,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca,T,所有提取的数值、单位和材料名称均与原文完全对应。BCA样本的BET比表面积(18.43 m²/g)、总孔体积(0.037 cm³/g)、微孔体积(0.02 cm³/g)、石墨化程度(ID/IG=0.94)、比电容(125.5 F/g，在1 A/g电流密度下)、电压窗口(-1.0~0.0 V)、ESR值(0.89 Ω)和碳化温度(900°C)均能在原文中找到明确支持。未提取的数据项(如元素含量、循环稳定性等)在原文中也确实没有提及BCA样本的相关信息。
147.11,0.079,0.054,,,,0.96,,,,,,,1.0,92.1,,,,,-1.0,0.0,0.83,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca-0.5,T,"所有提取的数值、单位和材料名称均与原文完全对应。具体支持如下：PCP_Specific Surface Area (BET)_value 147.11 m²/g 来自 Table 1 中 BCA-0.5 的 BET surface area；PCP_Total Pore Volume_value 0.079 cm³/g 来自 Table 1 中 BCA-0.5 的 Total pore volume；PCP_Micropore Volume_value 0.054 cm³/g 来自 Table 1 中 BCA-0.5 的 Micropore volume；PCP_Degree of Graphitization (Raman ID_IG)_value 0.96 来自 Table 1 中 BCA-0.5 的 ID/IG；Electrochem_Specific Capacitance_condition_value 1.0 A g⁻¹ 和 Electrochem_Specific Capacitance_value 92.1 F g⁻¹ 来自原文中 'The specific capacitances were 125.5, 92.1, 103, 105.7, and 178.9 F g⁻¹ at a current density of 1 A g⁻¹ respectively'，对应 BCA-0.5；Electrochem_Voltage Window_value_min -1.0 V 和 Electrochem_Voltage_Window_value_max 0.0 V 来自电化学测试部分 'voltage range of −1.0 to 0 V'；Electrochem_ESR_value 0.83 Ω 来自 'the measured solution resistance (Rs) of BCA and BCA-n ... were 0.89, 0.83, 0.86, 0.84, 0.75 Ω, respectively'，对应 BCA-0.5；Preparation_Carbonization Temperature_value 900.0 °C 来自实验部分 'carbonized at 900°C'。所有 null 值（如 PCP_Micropore Specific Surface Area_value、PCP_Element Content_C_value 等）均因原文未提供相应数据而正确缺失。"
453.4,0.237,0.169,,,,0.95,,,,,,,1.0,103.0,,,,,-1.0,0.0,0.86,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca-1,T,"所有提取的数值、单位和材料名称均与原文完全对应。具体依据：1) 物理化学性质：BCA-1的BET比表面积453.4 m²/g（原文Table 1: 453.40 m²/g）、总孔体积0.237 cm³/g（原文Table 1: 0.237 cm³/g）、微孔体积0.169 cm³/g（原文Table 1: 0.169 cm³/g）、Raman ID/IG 0.95（原文Table 1: 0.95）均匹配；缺失项（如微孔比表面积、介孔体积等）原文未提供，null正确。2) 电化学性质：比电容103.0 F/g在1.0 A/g条件下（原文描述：'specific capacitances were 125.5, 92.1, 103, 105.7, and 178.9 F g−1 at a current density of 1 A g−1 respectively'，BCA-1对应103 F/g）、电压窗口-1.0至0.0 V（原文电化学测试部分：'voltage range of −1.0 to 0 V'）、ESR 0.86 Ω（原文：'Rs of BCA and BCA-n ... were 0.89, 0.83, 0.86, 0.84, 0.75 Ω'，BCA-1对应0.86 Ω）均匹配；缺失项（如循环稳定性、能量密度等）原文未提供BCA-1数据，null正确。3) 制备条件：碳化温度900.0°C（原文实验部分：'temperature was increased from 300 to 900 °C'）匹配。4) 材料名称：'bca-1'与原文一致。所有数据点均有明确原文支撑，无推断或虚构信息。"
709.37,0.376,0.289,,,,0.95,,,,,,,1.0,105.7,,,,,-1.0,0.0,0.84,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca-1.5,,
1414.97,0.746,0.422,,,,0.99,,86.58,2.55,10.6,,,1.0,178.9,10000.0,98.0,3.23,5000.0,-1.0,0.0,0.75,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca-2,T,所有提取的数值、单位和材料名称均与原文完全对应。具体如下：PCP_Specific Surface Area (BET)_value 1414.97 m²/g、PCP_Total Pore Volume_value 0.746 cm³/g、PCP_Micropore Volume_value 0.422 cm³/g、PCP_Degree of Graphitization (Raman ID_IG)_value 0.99、PCP_Element Content_C_value 86.58 wt%、PCP_Element Content_N_value 2.55 wt%、PCP_Element Content_O_value 10.6 wt%、Electrochem_Specific Capacitance_condition_value 1.0 A/g、Electrochem_Specific Capacitance_value 178.9 F/g、Electrochem_Cycle Stability_Cycle Number_value 10000、Electrochem_Cycle Stability_Capacity Retention_value 98%、Electrochem_Energy Density_value 3.23 Wh/kg、Electrochem_Power Density_value 5000 W/kg、Electrochem_Voltage Window_value_min -1.0 V、Electrochem_Voltage Window_value_max 0.0 V、Electrochem_ESR_value 0.75 Ω、Preparation_Carbonization Temperature_value 900.0 °C 均在原文 Table 1、Table 2、Fig. 7e、Fig. 8d、Fig. 8f、Fig. 7f 和 Experimental section 中明确提及。缺失的数据点（如 PCP_Micropore Specific Surface Area_value、PCP_Mesopore Volume_value 等）标记为 null，与原文未提供这些信息一致。样本名称 'bca-2' 与原文 'BCA-2' 对应，大小写差异不影响识别。
1414.97,0.746,0.422,,,,0.99,,86.58,2.55,10.6,,,10.0,96.0,10000.0,98.0,3.23,5000.0,-1.0,0.0,0.75,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca-2,,
1414.97,0.746,0.422,,,,0.99,,86.58,2.55,10.6,,,0.1,93.0,10000.0,98.0,3.23,5000.0,-1.0,0.0,0.75,,900.0,10.1016_j.apsusc.2018.07.001_extracted_structured,bca-2,F,提取的电压窗口信息不准确：Electrochem_Voltage_Window_value_min 为 -1.0 和 value_max 为 0.0 对应三电极系统（原文中明确电压范围为 −1.0 to 0 V），但电化学数据如 Electrochem_Specific Capacitance_value (93.0 F/g) 和 Electrochem_Energy Density_value (3.23 Wh kg⁻¹) 均来自两电极系统（Fig. 8），其电压窗口应为 0 V 到 1 V（原文 Fig. 8a 明确标注 (0–1 V)）。其他数据点均准确且得到原文支持：物理化学性质（如比表面积 1414.97 m² g⁻¹、总孔体积 0.746 cm³ g⁻¹ 等）和电化学性质（如比电容 93.0 F/g 在 0.1 A g⁻¹、循环稳定性 98% 在 10000 次循环等）均与原文 Table 1、Table 2、Fig. 8 等部分完全对应；缺失数据（如微孔比表面积、介孔体积等）原文未提及，null 值正确。
748.95,0.9372,0.3782,,,1.94,1.12,0.3503,81.2,6.9,11.4,,0.5,1.0,433.7,10000.0,93.17,23.04,4000.0,0.0,1.0,0.62,0.97,,10.1016_j.fuproc.2020.106677_extracted_structured,a-lpcs,T,"所有提取的数值、单位和材料名称均与原文完全对应。具体包括：比表面积748.95 m²/g（原文：'a significantly high SSA of 748.95 m2 g−1 is confirmed in A-LPCs'）；总孔体积0.9372 cm³/g（原文：'to 0.9372 cm3 g−1'）；微孔体积0.3782 cm³/g（原文：'micropore volume of 0.3782 cm3 g−1'）；平均孔径1.94 nm（原文：'to 1.94 nm in A-LPCs'）；石墨化程度1.12（原文：'R values of ... A-LPCs are ... 1.12'）；层间距0.3503 nm（原文：'d002 = 0.3503 nm'）；元素含量C 81.2 at.%、N 6.9 at.%、O 11.4 at.%、S 0.5 at.%（原文：'C: ~81.2 at.%, O: ~11.4 at.%, N: ~6.9 at.%, S: 0.5 at.%'）；比电容433.7 F/g（1 A/g条件下）（原文：'specific capacitance of 433.7 F g−1 at the current density of 1 A g−1'）；循环稳定性10000次后容量保持率93.17%（原文：'93.17% capacitance retention after 10,000 cycles'）；能量密度23.04 Wh/kg（原文：'maximum energy density of 23.04 Wh kg−1'）；功率密度4000 W/kg（原文：'at a high-power density of 4000 W kg−1'）；电压窗口0-1 V（原文：'in a potential window of 0–1 V'）；ESR 0.62 Ω（原文：'Rs of ... A-LPCs are ... 0.62 Ω'）；Rct 0.97 Ω（原文：'Rct (0.97 Ω) of A-LPCs'）。缺失数据点（如微孔比表面积、介孔体积、H元素含量）原文未提及，提取为null正确。材料名称'a-lpcs'与原文'A-LPCs'一致。无任何推断或虚构信息。"
748.95,0.9372,0.3782,,,1.94,1.12,0.3503,81.2,6.9,11.4,,0.5,10.0,341.6,10000.0,93.17,23.04,4000.0,0.0,1.0,0.62,0.97,,10.1016_j.fuproc.2020.106677_extracted_structured,a-lpcs,F,提取的信息存在多处错误和不完整：1) 'Electrochem_Energy Density_value':23.04 和 'Electrochem_Power Density_value':4000.0 不匹配，原文中23.04 Wh kg⁻¹ 对应功率密度100 W kg⁻¹，而4000 W kg⁻¹ 对应能量密度13.17 Wh kg⁻¹；2) 'Preparation_Carbonization Temperature_value' 为null，但原文明确提到碳化温度为1000 °C；3) 多个数值（如比表面积、孔体积、元素含量等）在原文中有单位（如m² g⁻¹、cm³ g⁻¹、at.%等），但提取的信息中单位缺失，违反正确性标准；4) 样本名称'a-lpcs'与原文'A-LPCs'大小写不一致；5) 'Electrochem_Specific Capacitance_condition_value':10.0 缺少单位（应为A g⁻¹），且未明确对应条件。
3139.0,1.38,0.84,,0.54,,1.28,,,,,,,0.5,305.0,5000.0,95.0,58.0,650.0,0.0,1.3,,,,10.1016_j.carbon.2023.118347_extracted_structured,abnc-4,,
3139.0,1.38,0.84,,0.54,,1.28,,,,,,,10.0,207.0,5000.0,95.0,58.0,650.0,0.0,1.3,,,,10.1016_j.carbon.2023.118347_extracted_structured,abnc-4,F,提取的 PCP_Micropore Volume_value (0.84 cm³/g) 和 PCP_Mesopore Volume_value (0.54 cm³/g) 不准确。原文中 aBNC-4 的微孔体积百分比为 76%，总孔体积为 1.38 cm³/g，因此微孔体积应为约 1.05 cm³/g（1.38 × 0.76），介孔体积应为约 0.33 cm³/g（1.38 - 1.05），而非提取的 0.84 和 0.54。此外，PCP_Degree of Graphitization (Raman ID_IG)_value (1.28) 可能对应 aBNC-5 而非 aBNC-4，原文仅说明 aBNCs 的 ID/IG 比值范围（0.45 到 1.28），未指定 aBNC-4 的具体值。Preparation_Carbonization Temperature_value 提取为 null，但原文中样本名称 'aBNC-4' 的 'a' 表示碳化温度为 500°C，应包含该信息。其他数据如比表面积 (3139 m²/g)、总孔体积 (1.38 cm³/g)、电化学比电容 (207 F/g at 10 A/g)、循环稳定性 (95% at 5000 cycles)、能量密度 (58 Wh/kg)、功率密度 (650 W/kg) 和电压窗口 (0-1.3 V) 得到原文支持。
2280.01,1.67,0.905,,0.614,,1.02,0.39,,,,,,0.5,390.0,,,,,0.0,1.0,1.399,1.9,600.0,10.1016_j.est.2023.107616_extracted_structured,acf-rgo/scp,F,提取的信息存在以下不准确或缺失项：1) PCP_Average Pore Diameter_value 原文有明确数据（1.348 nm），但提取为 null；2) Electrochem_Voltage Window_value_min 原文为 -1.0 V（三电极系统），提取为 0.0；Electrochem_Voltage Window_value_max 原文为 0.0 V，提取为 1.0；3) Electrochem_Rct_value 原文为 1.990 Ω，提取为 1.9，数值不精确。其他项如比表面积、孔体积、石墨化程度等准确对应原文。
1852.17,1.129,0.542,,0.557,,1.1,0.39,,,,,,0.5,521.0,12000.0,96.4,27.5,472.0,0.0,1.0,1.95,1.663,600.0,10.1016_j.est.2023.107616_extracted_structured,acf-rgo/lcp,,
1852.17,1.129,0.542,,0.557,,1.1,0.39,,,,,,0.5,244.4,12000.0,96.4,27.5,472.0,0.0,1.0,1.95,1.663,600.0,10.1016_j.est.2023.107616_extracted_structured,acf-rgo/lcp,,
190.4,0.19,0.082,165.2,0.025,,1.07,,,2.94,12.79,,0.57,1.0,164.5,10000.0,89.1,,,0.0,1.0,0.767,0.13,800.0,10.1016_j.jallcom.2019.03.241_extracted_structured,csc-0,,
190.4,0.19,0.082,165.2,0.025,,1.07,,,2.94,12.79,,0.57,,63.2,10000.0,89.1,,,0.0,1.0,0.767,0.13,800.0,10.1016_j.jallcom.2019.03.241_extracted_structured,csc-0,,
567.1,0.3,0.15,369.1,0.15,,1.04,,,,,,,1.0,255.2,,,,,0.0,1.0,0.782,0.114,750.0,10.1016_j.jallcom.2019.03.241_extracted_structured,csc-750,,
